,CPU,MRP
619,Intel i5-13600K 2.6 GHz LGA1700 Socket 6 Cores Desktop Processor,"₹28,900"
620,Intel i5 3570 3.4 GHz Upto 4 GHz LGA 1155 Socket 4 Cores 4 Threads 8 MB Smart Cache Desktop Processor,"₹3,339"
621,betaohm 3.7 GHz LGA 1151 Intel Core i3-6100 6th Generation 3.7 GHz LGA 1151 Socket 2 Cores 4 Threads 3 MB Processor,"₹1,940"
622,Intel i3-12100F 4.3 GHz Upto 4.3 GHz LGA1700 Socket 4 Cores 8 Threads Desktop Processor,"₹8,626"
623,amd Ryzen 7 5700G 3.8 GHz Upto 4.6 GHz AM4 Socket 8 Cores 16 Threads 4 kB L2 16 kB L3 Desktop Processor,"₹18,699"
624,Intel I7 3770 3.9 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹4,790"
625,Intel I7 3770 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹4,495"
626,Intel I7 3770 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹4,949"
627,amd Ryzen 7 5800X 3.8 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹23,499"
628,Intel Core i5-2500K 3.3 GHz Upto 3.7 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,300"
629,amd Ryzen 5 5600 3.5 GHz Upto 4.4 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹15,799"
630,Intel Core i5-3570 3.4 GHz Upto 3.8 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,496"
631,Intel Core i5-4570 (4TH Gen) Quad-Core 6MB Cache 3.2 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹2,397"
632,amd Ryzen 5 5500 3.6 GHz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹11,796"
633,Intel i5 4570 3.3 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹3,148"
634,Intel i7-12700F 4.9 GHz Upto 4.9 GHz LGA1700 Socket 12 Cores 20 Threads Desktop Processor,"₹27,399"
635,Intel I7-11700F 4.9 GHz Upto 4.9 GHz LGA 1200 Socket 8 Cores 16 Threads Desktop Processor,"₹26,518"
636,Intel I5 3570 3.8 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,790"
637,Intel Core i3 10th Gen 10100f 3.6 GHz LGA 1200 Socket 4 Cores Desktop Processor,"₹7,940"
638,processsor Ultra 3.1 GHz LGA 1155 Core i3 2nd Generation Support H61 Motherboards Processor,₹466
639,Intel I5-4590(4Th Gen) 6 MB Cache 3.3 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹3,372"
640,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
641,amd Ryzen 5 5600X 3.7 GHz Upto 4.6 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹16,599"
642,wnd 3.4 GHz LGA 1155 Intel Core i5-2400 Processor,₹999
643,Intel i5-12600K 4.9 GHz Upto 4.9 GHz LGA1700 Socket 10 Cores 16 Threads Desktop Processor,"₹27,499"
644,Intel i3-10105 4.4 GHz Upto 4.4 GHz LGA 1200 Socket 4 Cores 8 Threads Desktop Processor,"₹9,999"
645,Intel Core i3-3240 3.4 GHz LGA 1155 Socket 2 Cores 4 Threads 3 MB Smart Cache Desktop Processor,"₹1,699"
646,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
647,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
648,Intel i9-12900 5.1 GHz Upto 5.1 GHz LGA1700 Socket 16 Cores 24 Threads Desktop Processor,"₹47,999"
649,Intel core I5 3rd Gen 3570 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,500"
650,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
651,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
652,Intel i5 650 LGA 1156 3.2 GHz LGA 1156 Socket 2 Cores Desktop Processor,"₹1,900"
653,GIGASTAR 3.4 GHz LGA 1155 Intel i3 (3240) 3rd Gen Processor for H61 Chipset Processor,₹800
654,Intel Core i9-10850K 3.6 GHz Upto 5.2 GHz LGA 1200 Socket 10 Cores 20 Threads 20 MB Smart Cache Desktop Processor,"₹37,957"
655,Intel i3 (3220) 3rd Generation Processor for H61 Motherboards 3.3 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,709"
656,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
657,amd RYZEN 5 5600 SERIES 5000 3.5 GHz AM4 Socket 6 Cores 3 MB L2 32 MB L3 Desktop Processor,"₹18,999"
658,amd Ryzen 9 7950X 4.5 GHz Upto 5.7 GHz AM5 Socket 16 Cores 32 Threads Desktop Processor,"₹60,999"
659,"Intel i5-4590S (4TH Gen) 6MB Cache, 3 GHz LGA 1150 Socket 4 Cores Desktop Processor","₹2,660"
660,amd Ryzen 7 5700X 3.4 GHz Upto 4.6 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹19,656"
661,PROCESSORE 3.1 GHz LGA 1155 intel core i5 2400 2nd gen Processor,"₹1,015"
662,Teratech 2200 GHz LGA 775 Heatsink Processor,₹349
663,amd Ryzen 7 7700X 4.5 GHz Upto 5.4 GHz AM5 Socket 8 Cores 16 Threads Desktop Processor,"₹32,990"
664,"Intel i5-4460 ( 4Th Generation ) 6 MB Smart Cache, 3.2 GHz LGA 1150 Socket 4 Cores Desktop Processor","₹3,150"
665,"Intel i5-4590T (4TH Gen) 6MB Cache, 2 GHz LGA 1150 Socket 4 Cores Desktop Processor","₹2,900"
666,Intel Core i5 3470 3.6 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,700"
667,Intel Pentium Gold G6400 4 GHz LGA 1200 Socket 2 Cores 4 Threads 4 MB Smart Cache Desktop Processor,"₹6,399"
668,Intel I7 4770 3.4 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹6,150"
669,Intel Core i5-4570S (4TH Gen) Quad-Core 6MB Cache 2.9 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹2,800"
670,Intel Core i7-10700K 3.8 GHz Upto 5.1 GHz LGA 1200 Socket 8 Cores 16 Threads 16 MB Smart Cache Desktop Processor,"₹28,499"
671,Intel CORE I5 4590 ( 4TH GENERATION ) PROCESSOR 3.3 GHz Upto 3.7 GHz LGA 1150 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹3,100"
672,Intel Core i5-10600K 4.1 GHz Upto 4.8 GHz LGA 1200 Socket 6 Cores 12 Threads 12 MB Smart Cache Desktop Processor,"₹22,499"
673,Intel Core(TM) i7-10700F 2.9 GHz LGA 1200 Socket 8 Cores Desktop Processor,"₹24,999"
674,Intel i9-12900F 5.1 GHz Upto 5.1 GHz LGA1700 Socket 16 Cores 24 Threads Desktop Processor,"₹46,999"
675,Refurb 3.2 GHz LGA 1150 Corei5 4th Processor,"₹1,990"
676,Intel Core i5-3470 3.2 GHz Upto 3.6 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,734"
677,Intel I7-11700K 5 Ghz Upto 5 GHz LGA 1200 Socket 8 Cores 16 Threads Desktop Processor,"₹30,999"
678,suryaasys 3.7 GHz LGA 1150 core i5 4590 Processor,"₹2,400"
679,amd Ryzen 9 7900X 4.7 GHz Upto 5.6 GHz AM5 Socket 12 Cores 24 Threads Desktop Processor,"₹44,390"
680,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
681,amd Ryzen 5 5600X 3.7 GHz Upto 4.6 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹16,599"
682,Intel 3570 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,800"
683,Intel G6405 4.1 GHz Upto 4.1 GHz LGA 1200 Socket 2 Cores 4 Threads Desktop Processor,"₹5,499"
684,Intel Core i9-9980XE Extreme Edition 3 GHz Upto 4.4 GHz LGA 2066 Socket 18 Cores 36 Threads Desktop Processor,"₹79,999"
685,Intel I9-12900KF 5.2 GHz Upto 5.2 GHz LGA1700 Socket 16 Cores 24 Threads Desktop Processor,"₹49,399"
686,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
687,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
688,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
689,amd Ryzen 5 4500 3.6 GHz Upto 4.1 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹11,099"
690,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
691,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
692,amd Ryzen� 5 7600 3.8 GHz Upto 5.1 GHz AM5 Socket 6 Cores 12 Threads 6 MB L2 32 MB L3 Desktop Processor,"₹22,790"
693,Intel Core i9-10900X X-series 3.7 GHz LGA 2066 Socket 10 Cores Desktop Processor,"₹63,999"
694,Intel i5 2500 3.7 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,575"
695,GIGASTAR 3.2 GHz LGA 1156 Intel Core i5-650 For H55 Motherboard 1st Generation Processor,₹765
696,Intel Core i5-4670 (4TH Gen) Quad-Core 6MB Cache 3.4 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹2,999"
697,Intel Core i9-10900KF 3.7 GHz Upto 5.3 GHz LGA 1200 Socket 10 Cores 20 Threads 20 MB Smart Cache Desktop Processor,"₹42,999"
698,PROCESSORE 3.2 GHz LGA 1150 I3 6TH 6100T Processor,"₹3,599"
699,Intel I5-11500 4.6 GHz Upto 4.6 GHz LGA 1200 Socket 6 Cores 12 Threads Desktop Processor,"₹20,999"
700,wnd 3.06 GHz LGA 775 Intel Core 2 Duo E7600/3.06/3M/1066 MHz Processor,₹410
701,betaohm 2.6 GHz LGA 1155 Intel G620 Processor,₹359
702,Intel Core i3-2120 3.3 GHz LGA 1155 Socket 2 Cores 4 Threads 3 MB Smart Cache Desktop Processor,₹800
703,amd Ryzen 5 3500X 6 Cores & 6 Threads up to 4.1GHz 3.6 GHz Upto 4.1 GHz AM4 Socket 6 Cores 6 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹10,750"
704,amd R7 3700X 3.6 GHz Upto 4.4 GHz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
705,Intel Core i9-10980XE Extreme Edition 3 GHz Upto 4.6 GHz LGA 2066 Socket 18 Cores 36 Threads 25 MB Smart Cache Desktop Processor,"₹87,370"
706,Intel i9-10940X 4.6 GHz Upto 4.6 GHz LGA 2066 Socket 14 Cores 28 Threads Desktop Processor,"₹69,999"
707,wnd 3.06 GHz LGA 1156 Intel Core i3-540 3.06 GHz Processor,₹999
708,Intel i7-11700 2.5 GHz Upto 2.5 GHz LGA 1200 Socket 8 Cores 16 Threads Desktop Processor,"₹26,899"
709,Intel I3-10100F LGA1200 3.6 GHz Upto 4.3 GHz LGA 1200 Socket 4 Cores 8 Threads 6 MB Smart Cache Desktop Processor,"₹6,998"
710,Intel Core i7 7700 3.6 GHz LGA 1151 Socket 4 Cores Desktop Processor,"₹14,100"
711,wnd 2.93 GHz LGA 775 Intel Core 2 Duo E7500/2.93/3M/1066 MHz Processor,₹399
712,Intel CORE I5 2400 PROCESSOR ( 2ND GENERATION ) 3.1 GHz Upto 3.4 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,289"
713,WDNET 3.4 GHz LGA 1151 INTEL CORE I5 6TH GEN PROCESSOR Processor,"₹6,499"
714,Intel CORE I5 3470 PROCESSOR ( 3RD GENERATION ) 3.2 GHz Upto 3.6 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹3,209"
715,MULTIHOB 3.2 GHz LGA 1155 i5 3470 3.20Ghz Processor,"₹1,699"
716,KAVTRON 3 GHz LGA 775 intel Core2 Duo E8400 3.0Ghz G31/G35/G41/G45 Motherboard LGA775 6MB Processor Processor,₹699
717,WDNET 3.3 GHz LGA 1155 INTEL CORE I3 4TH GEN PROCESSOR Processor,"₹2,999"
718,amd Ryzen� 9 7900X 3D 4.4 GHz Upto 5.6 GHz AM5 Socket 12 Cores 24 Threads 12 MB L2 128 MB L3 Desktop Processor,"₹55,999"
719,Intel I7 4790 4 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹6,300"
720,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
721,amd Ryzen 5 5600X 3.7 GHz Upto 4.6 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹16,599"
722,amd Ryzen� 9 7900X 3D 4.4 GHz Upto 5.6 GHz AM5 Socket 12 Cores 24 Threads 12 MB L2 128 MB L3 Desktop Processor,"₹55,999"
723,Intel I7 4790 4 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹6,300"
724,"Intel i5-4670 ( 4Th Generation ) 6 MB Smart Cache, 3.4 GHz LGA 1150 Socket 4 Cores Desktop Processor","₹2,950"
725,Intel Core i3-540 3.06 GHz LGA 1156 Socket 2 Cores 4 Threads 4 MB Smart Cache Desktop Processor,"₹1,350"
726,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
727,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
728,Intel Core i5 3570 Best Performance 3rd Generation 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,382"
729,Gigatech 4 GHz LGA 1151 core i7 6th generation (OEM Tray) Desktop processor Processor,"₹11,316"
730,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
731,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
732,"Intel Core 2 Duo (E8400) 6M Cache , 3 GHz LGA 775 Socket 2 Cores Desktop Processor","₹1,800"
733,Intel I7-11700 4.9 GHz Upto 4.9 GHz LGA 1200 Socket 8 Cores 16 Threads Desktop Processor,"₹29,999"
734,Intel I5 6500 3.2 GHz LGA 1151 Socket 4 Cores Desktop Processor,"₹5,200"
735,Intel Core i3 2120 2nd Generation 3.3 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,249"
736,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
737,KAVTRON 3.4 GHz LGA 1155 3rd Gen Processor in-tel Core i3-3240 3.4Ghz for H71 or H61 Motherboard LGA-1155 Processor,"₹2,249"
738,Intel i5-11400 4.4 GHz Upto 4.4 GHz LGA 1200 Socket 6 Cores 12 Threads Desktop Processor,"₹14,818"
739,Intel i5-11400F 4.4 GHz Upto 2.6 GHz LGA 1200 Socket 6 Cores 12 Threads Desktop Processor,"₹13,000"
740,betaohm 3.2 GHz LGA 1151 Intel Core I5-6500 3.2 GHz 4 Cores 4 Threads 6 MB Smart Cache Processor,"₹5,180"
741,OCTA 2.93 GHz LGA 775 E7500 Processor,₹650
742,Intel 6100 3.7 GHz LGA 1151 Socket 2 Cores 4 Threads Desktop Processor,"₹2,600"
743,Intel 3570 processor 3.8 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,889"
744,"Intel i5-4690(4Th Generation ) 6 MB Smart Cache, 3.5 GHz LGA 1150 Socket 4 Cores Desktop Processor","₹3,299"
745,TAJ PC 3.4 GHz LGA 1155 I5 3570 3rd generation Processor,"₹2,199"
746,Intel Core i3 2100 3.1 GHz LGA 1155 Socket 2 Cores Desktop Processor,₹900
747,Etake 3.6 GHz LGA 775 CPU Fan Cooler and Heat-Sink Cooling Fan 12V DC Processor,₹349
748,GIGASTAR 3.2 GHz LGA 1151 INTEL CORE I3 6100T Processor,"₹6,750"
749,Intel 2400 3.1 GHz LGA 1155 Socket 8 Cores Desktop Processor,"₹2,298"
750,wnd 3.4 GHz LGA 1155 Intel Core i5 3570 Best Performance 3rd Generation Processor,"₹2,180"
751,Intel i9-10920X 4.6 GHz Upto 4.6 GHz LGA 2066 Socket 12 Cores 24 Threads Desktop Processor,"₹60,999"
752,22 TECH 2.93 GHz LGA 775 INTEL 2.93 Core Two Duo High Speed Processor Processor,₹699
753,suryaasys 3.6 GHz LGA 1151 I3 8100 Processor,"₹5,000"
754,Intel e-7500 2.93 GHz Upto 2.93 GHz LGA 775 Socket 2 Cores 2 Threads 3 MB Smart Cache Desktop Processor,"₹1,150"
755,Intel I5 2500 3.3 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,869"
756,aby 3.3 GHz LGA 1156 INTEL CORE I5 4590 Processor,"₹3,449"
757,Intel I3-3220 3.3 GHz LGA 775 Socket 2 Cores 4 Threads 3 MB Smart Cache Desktop Processor,"₹1,998"
758,wnd 3.2 GHz LGA 1156 Intel Core i5-650 For H55 Motherboard 1st Generation Processor (Silver) Processor,"₹1,100"
759,Intel i3-12100 4.3 GHz Upto 4.3 GHz LGA1700 Socket 4 Cores 8 Threads Desktop Processor,"₹12,999"
760,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
761,amd Ryzen 5 5600X 3.7 GHz Upto 4.6 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹16,599"
762,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
763,ITFY TECH 3.7 GHz LGA 1150 I5 4590S Processor,"₹3,450"
764,Intel i3 3240 3 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,698"
765,Intel Core i3-3250 (3RD Generation) 3.5 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,500"
766,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
767,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
768,suryaasys 3.2 GHz LGA 1366 I7 960 Processor,"₹2,900"
769,Intel I5-4590T 2 GHz LGA 1150 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹3,500"
770,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
771,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
772,"Intel I3 4150 3.5 GHz LGA 1150 Socket 2 Cores Desktop, Tablet Processor","₹3,899"
773,Intel 540 core I3 1st 3 GHz LGA 1156 Socket 4 Cores Desktop Processor,"₹1,299"
774,Processorss 3.3 GHz LGA 1155 Intel 3rd Generation Core i3 3220 3.3 GHz LGA 1155 Socket Processor,"₹1,099"
775,WDNET 3.3 GHz LGA 1155 INTEL CORE I5 4TH GEN PROCESSOR Processor,"₹2,800"
776,WDNET 3.7 GHz LGA 1151 Intel Core i3 6th Generation CPU Processor,"₹3,000"
777,betaohm 3.3 GHz LGA 1155 Intel Core i5 2500 i5-2500 3.3GHz Processor,"₹1,950"
778,suryaasys 3.7 GHz LGA 1151 I3 6100 Processor,"₹2,400"
779,Intel Core i3-7100 ( 7Th Gen ) 3MB Smart Cache 3.9 GHz LGA 1151 Socket 2 Cores Desktop Processor,"₹9,999"
780,Intel 1st Generation Core i3 550 Processor LGA 1156 Supported 3.2 GHz LGA 1156 Socket 2 Cores 4 Threads 4 MB Smart Cache Desktop Processor,"₹1,339"
781,Intel 3570K 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,400"
782,Intel I5 3470 3.2 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,350"
783,betaohm 3 GHz LGA 1155 Intel Socket Processor 2 Core 3.0GHz lga 1155 (G2030) Processor,₹585
784,Dtech 2.6 GHz LGA 1155 G620 Processor,₹389
785,wnd 3.3 GHz LGA 1150 INTEL CORE I3 4TH GENERATION Processor Processor,₹777
786,Intel Core i5-2400 3.1 GHz Upto 3.4 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,786"
787,processsor Ultra 3.9 GHz LGA 1155 I3-7100 Processor,"₹3,120"
788,Intel I5 3550 3.3 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹1,800"
789,Intel Core i5-3470 3.2 GHz Upto 3.6 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor (Silver) 3.2 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,652"
790,amd RYZEN 5 3500 3.6 GHz Upto 4.1 GHz AM4 Socket 6 Cores 6 Threads 3 MB L2 16 MB L3 Desktop Processor,"₹15,999"
791,Intel I3 3250 3.5 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,200"
792,Intel G5900 3.4 GHz LGA 1200 Socket 2 Cores Desktop Processor,"₹5,999"
793,Intel I5 2400 3.4 GHz LGA 1156 Socket 4 Cores Desktop Processor,"₹2,199"
794,wnd 3.7 GHz LGA 1150 Intel Core i5 4th Generation Processor,"₹2,700"
795,Intel 6100T 3.2 GHz LGA 1151 Socket 2 Cores 4 Threads Desktop Processor,"₹2,250"
796,Intel I3 2120 3.3 GHz LGA 1155 Socket 2 Cores Desktop Processor,"₹1,400"
797,amd A6-7400K 3.5 GHz Upto 3.9 GHz FM2 Socket 2 Cores 2 Threads 1 MB L2 0 MB L3 Desktop Processor,"₹5,500"
798,Intel CORE I5 3570 PROCESSOR ( 3RD GENERATION ) 3.4 GHz Upto 3.8 GHz LGA 1155 Socket 4 Cores 4 Threads 6 MB Smart Cache Desktop Processor,"₹2,878"
799,PROCESSORE 3.1 GHz LGA 1155 I32ND GEN I3 2100 Processor,₹850
800,amd Ryzen 5 3600 with Wraith Stealth Cooler (100-000000031) 3.6 Ghz Upto 4.2 GHz AM4 Socket 6 Cores 12 Threads 3 MB L2 32 MB L3 Desktop Processor,"₹9,800"
801,amd Ryzen 5 5600X 3.7 GHz Upto 4.6 GHz AM4 Socket 6 Cores 12 Threads Desktop Processor,"₹16,599"
802,Intel 540 core I3 3.06 GHz LGA 1156 Socket 4 Cores Desktop Processor,"₹1,200"
803,betaohm 3.1 GHz LGA 1155 Intel Core i5-2400 Quad-Core Processor 3.1 GHz 6 MB Cache LGA 1155 Processor,"₹1,900"
804,Intel i5 QHVZ 2.2G 35W for LGA 1151 2.2 GHz LGA 1151 Socket 4 Cores Desktop Processor,"₹9,999"
805,srigs 3.2 GHz LGA 1155 Intel i5 3470 Processor,"₹1,800"
806,amd Ryzen 9 5900X 3.7 GHz Upto 4.8 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹34,890"
807,amd Ryzen 9 5950X 3.4 GHz Upto 4.9 GHz AM4 Socket 16 Cores 32 Threads Desktop Processor,"₹51,890"
808,Intel I5 3570K 3.4 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,850"
809,KAVTRON 3.5 GHz LGA 1150 4th Gen Processor in-tel Core i3-4150 3.5Ghz for H81 Motherboard LGA-1150 Processor,"₹3,400"
810,amd Ryzen 9 3900XT 3.8 GHz Upto 4.7 GHz AM4 Socket 12 Cores 24 Threads Desktop Processor,"₹42,993"
811,amd Ryzen 7 3800XT 3.9 GHz Upto 4.7 GHz AM4 Socket 8 Cores 16 Threads Desktop Processor,"₹35,349"
812,WDNET 3.2 GHz LGA 1155 INTEL CORE i3 3RD GEN PROCESSOR Processor,"₹1,800"
813,amd ThreadRipper 1900X 3.8 Upto 4 AM4 Socket 8 Cores 16 Threads 4 L2 Workstation Processor,"₹66,000"
814,Intel G3240 4th Generation LGA 1150 3.1 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,092"
815,EXPERTRONICS 2.93 GHz LGA 775 Core 2 Duo 2.93 Processor,₹425
816,amd Ryzen 7 3700X with Wraith Prism & RGB LED Cooler (100-100000071BOX) 3.6 Ghz Upto 4.4 Ghz AM4 Socket 8 Cores 16 Threads 4 MB L2 32 MB L3 Desktop Processor,"₹27,999"
817,Intel I3 4130 3.4 GHz LGA 1150 Socket 4 Cores Desktop Processor,"₹1,350"
818,PROCESSORE 3.1 GHz LGA 1155 i5 2nd gen i5 2400 Processor,"₹2,000"
819,DTech Pentium 3 GHz LGA 1155 G2030 Processor,₹549
820,Dtech 2.9 GHz LGA 1155 G645 Processor,₹399
821,GIGASTAR 2.5 GHz LGA 1150 i5-2nd gen-2400 Processor,"₹1,990"
822,Dtech 3 GHz LGA 775 E5700 Processor,₹399
823,Dtech 2.9 GHz LGA 1155 G2020 Processor,₹449
824,Intel I5-3470 3.2 GHz LGA 1155 Socket 4 Cores Desktop Processor,"₹2,755"
825,Intel G3260 4Th Generation 3.3 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,263"
826,srigs 3.2 GHz LGA 1151 i7 8700 Processor,"₹16,999"
827,WHO 1333 GHz LGA 1150 775 E-8400 Processor Processor,₹599
828,"Intel G2130(Dual core ,3.2GHz ,LGA1155) 3.2 GHz LGA 1155 Socket 2 Cores Desktop Processor","₹1,187"
829,GIGASTAR 2 GHz LGA 1150 i5-4th gen-4590 Processor,"₹2,899"
830,"LAPTECH WORLD 3 GHz LGA 1155 Processor intel I5, 3rd Gen 3330, 3370 Processor","₹2,200"
831,Intel G3250T 4th Generation LGA 1150 2.8 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,092"
832,amd Ryzen7 7800X 3D 4.2 GHz AM5 Socket 8 Cores Desktop Processor,"₹45,799"
833,Intel Dual Core 4Th Gen G3420 3.2 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,140"
834,Intel G3250 4th Generation 3.2 GHz LGA 1150 Socket 2 Cores Desktop Processor,"₹1,234"
835,Intel Core i7-10700 2.9 GHz Upto 4.8 GHz LGA 1200 Socket 8 Cores 16 Threads 16 MB Smart Cache Desktop Processor,"₹26,435"
